Mean_estimated_fire_brightness,Mean_confidence,Std_confidence,Precipitation,RelativeHumidity,SoilWaterContent,SolarRadiation,Temperature,WindSpeed
312.2666667,78.66666667,2.886751346,2.808620028528863,57.09562827708196,0.214292519648498,22.617291016312127,23.05552749230301,4.841764063578206
322.475,85.5,8.088792953,0.157935181095087,47.17073498976516,0.20395073575589,28.07683515040641,22.425764814943367,4.014079796383093
325.2666667,78.33333333,3.214550254,0.434833183632552,39.87463767770417,0.193667900608343,30.561703383105392,20.621404881254094,4.477879114021423
313.87,92.2,7.529940239,0.0642237254070779,39.27940956656607,0.18377845784545,32.14371819548769,19.632721833527697,4.017578220936326
337.3833333,91.0,7.937253933,0.203352260956363,42.400824304679695,0.175934523532254,29.347714772876788,21.477315298351037,3.884550300058537
314.7571429,83.14285714,6.175990377,0.100294152835528,40.33641037453302,0.170358587854799,30.473136554310354,23.23586751844108,3.4296495668723685
324.8,91.45454545,6.088737741,0.18344560324135,38.86501769122447,0.167617292112034,30.775716093177792,24.66672018162641,3.396649230646321
318.446875,91.0,10.1324561,0.014523301170761,33.9170921515388,0.163261330029367,31.48390224107829,26.974387759338967,3.741205572641142
323.2384615,87.76923077,8.623164985,0.00173936673355,33.20916568343229,0.159653264748775,32.1324164136459,27.88175214453734,2.8338939431213053
325.3766667,86.66666667,7.499206307,0.004689069752439,29.720933783831573,0.154879094264724,31.59126965721644,30.36266145484361,2.8479836850749822
324.835,88.3,7.087547766,0.075436993569195,31.77214318476891,0.150646075350897,30.367528827858468,30.947368092549148,3.4434902484027816
326.9625,81.75,4.924428901,0.7893015410898561,41.65229985366605,0.152770115061885,28.69695667989553,28.49493157563303,4.077052498612079
342.2833333,96.33333333,6.350852961,4.697749384569331,56.31140676715802,0.176634966289555,24.172760818759627,21.16089175880898,4.863901926832788
331.325,88.5,10.24695077,4.736371327046567,57.654598830146114,0.211199064188366,24.754024912985496,20.989150522190396,4.207590101333263
319.3555556,86.77777778,7.446102635,0.223356384603794,51.14411652011818,0.196891208152367,26.19115649858327,24.19069860501337,3.0919099474832747
307.1375,96.75,5.852349955,0.758671822711913,43.74545164688325,0.186101137307411,26.22724619090351,27.92371881650849,4.061279140233052
314.76875,88.5,6.782329983,3.972813862755813,51.13603091578607,0.205949501196676,27.42498479092433,25.03125123309084,4.344866193128491
317.2833333,93.5,8.734987121,0.170112990460303,43.74906589267679,0.196991799280327,30.260822148180328,26.73274086725169,3.1626949886770666
336.35,85.5,9.746794345,1.602094139589775,44.6284354982942,0.192724854938073,28.49866379898921,26.9834731045094,3.789269606986356
334.8,89.5,10.60660172,2.55170719267677,60.13884542915023,0.215958720684034,22.420875638254785,24.79119888096176,4.6418276139019365
303.78125,91.625,6.435115717,0.73812903673287,54.771462320957816,0.208020974237013,25.977108017479758,25.089293730197035,3.473985139251057
305.9888889,96.55555556,4.362084109,1.2653819724071929,52.17097089868929,0.199955052113224,25.25318930420785,26.153845808701757,2.810790668535763
318.55,88.28571429,8.635475006,0.477168683679437,49.43507419991835,0.191394102969988,25.974632234819783,27.588441948319453,2.704827450251623
319.5227273,93.18181818,10.01816532,0.863035906505006,55.72141006199305,0.190822790210715,22.88799564486016,26.285955345644805,3.563123148648998
320.6785714,89.85714286,7.312741652,0.5070907033589529,48.02363155275548,0.1851298011897489,27.307634162940985,26.586778630138674,3.081852823230657
331.15,91.33333333,6.742897498,0.241614580338362,44.61184449320852,0.179144799804293,27.47615992880452,28.34377505831648,2.35302515952415
319.3833333,81.0,2.645751311,4.128044581953732,49.76121095016438,0.186366066446953,25.707789507070345,27.05963605150197,5.140825008798647
304.7333333,92.33333333,8.020806277,1.977860497695,53.26333893530203,0.232172464305498,22.36371372680772,16.31492746202336,4.318062527524227
329.0214286,83.28571429,5.313952883,0.998741306811858,56.37934769092279,0.2219207041725679,22.23320284522854,19.025010385541545,3.648587182341868
321.4181818,84.81818182,8.600211414,0.034597210340105,55.39043042974014,0.210777713419374,26.709984944160013,20.444934688624706,2.783196010983985
333.75,92.1,8.659612514,0.0230123091189,43.83798598752296,0.197737884074094,30.18374273395321,23.52668601452277,2.485069268105898
327.0583333,84.08333333,7.140898,0.0077845740247799,32.708698183291354,0.1865746051097289,29.921203189216428,27.64577400867596,2.972137403714004
